job_id,student_id,job_positions,skills,education_performance,work_experience_titles,work_experience_descriptions
66cc3b6162b0f635622d35fe,65b0f5ebcdb8834e3895ed18,[],"['Back-end Frameworks (e.g., Node.js, Django)', 'Node.js', 'SQL', 'Object-Oriented Programming', 'Operating Systems', 'Data Management', 'Communication systems', 'Wireless communication', 'VLSI design', 'MATLAB', 'Programming languages (C, C++, Python)', 'Algorithms and Data Structures', 'React', 'JavaScript', 'CSS', 'HTML']",8.09,"['WEBSITE DEVELOPER', 'Web Developer', 'Campus Ambassador']","[""GirlScript Summer of Code is an open-source program, which is organized by GirlScript Foundation annually, to help beginners in\nopen source. . got an opportunity to mentored the contributors in their open source specific challenging project and work with india’s\nbest developers in the timeline of 3 month long journey\n\nDeveloped the company's official website\nCreated responsive web design to ensure compatibility across different devices and screen sizes\nCollaborated with designers and content creators to bring their vision to life on the website\nImplemented user-friendly navigation and optimized user experience for easy website exploration\nIntegrated various third-party APIs and tools to enhance website functionality\nEnsured website security by implementing necessary measures and regularly updating software\nProvided technical support and resolved issues related to website functionality\nOptimized website performance through code optimization and caching techniques\nImplemented SEO best practices to improve website visibility and ranking on search engines\nRegularly analyzed website metrics and generated reports to assess user engagement and identify areas for improvement"", 'Create and maintain responsive and user-friendly websites for clients\nCollaborate with designers and project managers to develop web solutions that meet client requirements\nImplement front-end designs using HTML, CSS, and JavaScript\nOptimize web applications for maximum speed and scalability\nTroubleshoot and debug web applications to ensure smooth functionality\nStay updated with the latest web development trends and technologies\nConduct code reviews to ensure code quality and adherence to best practices\nCollaborate with backend developers to integrate server-side components\nParticipate in agile development processes to deliver high-quality software\nAssist in the planning and estimation of web development projects\nMaintain and enhance web applications by identifying areas for improvement\nAssist in the deployment and maintenance of web servers\nProvide technical support and guidance to team members\nContribute to the growth and success of the company through innovative ideas and suggestions\nParticipate in continuous learning and professional development opportunities', ""Conducted various workshops and webinars to promote Coding Ninjas among fellow students\nOrganized coding competitions and hackathons in collaboration with college coding clubs\nAssisted students in understanding coding concepts and solving programming problems\nRepresented Coding Ninjas at college events and fests by setting up booths and providing information to interested students\nCreated and managed social media pages to increase brand visibility and interact with students\nCollaborated with college faculty to incorporate Coding Ninjas' courses into college curriculum\nContributed to the recruitment process of Coding Ninjas by referring suitable candidates from my college\nProvided valuable feedback and suggestions to improve Coding Ninjas' courses and programs\nInspired and motivated students to pursue a career in programming and coding\nParticipated in regular training sessions and workshops organized by Coding Ninjas to enhance my leadership and communication skills""]"
66cc3b6162b0f635622d35fe,65b0f5bbcdb8834e3895ecfd,[],"['Google Cloud Platform', 'Front-end Development', 'MongoDB', 'Express.js', 'Node.js', 'Machine Learning', 'Data Cleaning', 'JavaScript', 'HTML/CSS', 'React', 'Algorithms and Data Structures']",7.84,['Intern'],"[""Learned about the company's organizational structure and work culture.\nGained hands-on experience working on real-life projects.\nAcquired knowledge in various technologies and software development methodologies.\nCollaborated with team members and gained teamwork skills.\nDeveloped problem-solving and critical thinking abilities through assigned tasks.\nAttended training sessions and workshops to enhance technical skills.\nReceived guidance and mentorship from experienced professionals.\nContributed to team meetings and brainstorming sessions.\nImproved time management and organizational skills by meeting project deadlines.""]"
66cc22e962b0f635622d32e4,661fd8e134fda61b0e9f1bac,['Hospitality Human Resources Manager'],"['communication', 'Presentation skills', 'adaptability', 'Teamwork', 'Talent Acquisition', 'Decision Making', 'Project Management', 'Team Building', 'Leadership', 'Organizational Development', 'Employee Relations']",6.37,['Intern'],['- Intern at SBI Life.']
66cc3b6162b0f635622d35fe,65715a7111bb614bfbc490ea,"['Software Engineer', 'Data Scientist', 'Data Engineer']","['Data Visualization', 'Python', 'Data Science', 'Machine Learning', 'Data Analytics', 'SQL']",7.46,['Data Science Developer Intern'],"['Developed and implemented machine learning models for diverse projects, including baldness detection, pedestrian detection, and sign language recognition, achieving an average model accuracy of over 80%.']"
66cc3b6162b0f635622d35fe,65b0f475cdb8834e3895ec37,"['Front-End Developer', 'Back-End Developer', 'Full Stack Developer', 'Software Engineer']","['HTML/CSS', 'Responsive Web Design', 'Version Control (Git)', 'MongoDB', 'Database Management', 'Object-Oriented Programming', 'HTML', 'CSS', 'Front-End Frameworks (React, Angular, Vue)', 'API Integration', 'Communication Skills', 'SQL', 'Node.js', 'Express.js', 'Web Development', 'Problem-solving', 'Debugging', 'JavaScript', 'Cross-Browser Compatibility', 'Search Engine Optimization (SEO)', 'RESTful API', 'User Experience (UX)', 'User Interface (UI)', 'User Interface Design', 'Data Structures']",7.5,['Web Developer'],"['1. Implemented a digital registration system, reducing registration duration by 50% and increasing user satisfaction by\n 30%.\n 2. Transformed the department’s digital footprint by designing a responsive website, streamlining the registration process, and\n optimizing navigation; increased online engagement by 50% and reduced bounce rate by 35%.']"
66cc3b6162b0f635622d35fe,65715aab11bb614bfbc4911e,"['Software Engineer', 'Back-End Developer', 'Front-End Developer']","['Bootstrap', 'CSS', 'HTML', 'Data structures and algorithms', 'React Native', 'API Development', 'MongoDB', 'Express.js', 'Node.js', 'React', 'JavaScript']",8.14,['Front-End Developer'],['1. Designed and developed user-friendly interfaces for the company website\n2. Collaborated with the design team to implement UI/UX best practices\n3. Implemented responsive design to ensure mobile compatibility\n4. Optimized website performance by reducing load times and improving code efficiency\n5. Integrated third-party APIs for enhanced functionality\n6. Conducted regular code reviews and testing to maintain high quality standards\n7. Provided technical support and troubleshooting for front-end issues']
66cc3b6162b0f635622d35fe,65b0f4b9cdb8834e3895ec61,"['Back-End Developer', 'Data Scientist', 'Front-End Developer', 'Full Stack Developer', 'Computer Engineer']","['flask', 'Deep Learning', 'Python', 'Back-end Frameworks (e.g., Node.js, Django)', 'Data Structures', 'SQL', 'Express.js', 'MongoDB', 'Front-end Frameworks (e.g., React, Angular)', 'React', 'JavaScript', 'HTML/CSS', 'Communication and interpersonal skills', 'Database Clustering', 'C/C++', 'Backend Development', 'Algorithms and Data Structures', 'Algorithms', 'API Development']",7.85,"['Research Intern', 'SDE Trainee']","['Research Internship: IIIT Bangalore      \nGuide: Prof. Ishu Gupta |Research Internship  \no Developed a CNN Deep Learning model for potato leaf disease detection, achieving 97.25 Percent Accuracy on a dataset \nof 2,500 images. \no Used L2 regularization and dropout to prevent overfitting. The model outperforms other state-of-the-art models, as reported in \nresearch papers. ', '• Developed a visualization tool that utilizes pie charts, tables with filters, and tree views to reduce error and bug detection time by\n 50-60% within the OrCAD development team at Cadence\n • Automated the merging of multiple related process ID files into the main Unison log file in sorted order, facilitating seamless\n analysis and troubleshooting across integrated data sets.\n • Integrated real-time updates to the visualization tool, ensuring immediate reflection of changes in the Unison log file, thereby\n enhancing accuracy and responsiveness in issue identification and resolution']"
66cc3b6162b0f635622d35fe,65b0f489cdb8834e3895ec43,"['Full Stack Developer', 'Back-End Developer', 'Front-End Developer']","['Problem-solving', 'Git', 'Node.js', 'React', 'CSS', 'HTML', 'Backend Development', 'Web Development', 'API Development', 'Communication', 'JavaScript', 'HTML/CSS', 'Back-end Frameworks (e.g., Node.js, Django)', 'Front-End Frameworks (React, Angular, Vue)', 'Express.js', 'MongoDB']",7.94,['Full Stack Developer'],"['Developed and maintained full stack applications for Suvidha Foundation\nCollaborated with cross-functional teams to gather requirements and implement solutions\nImplemented responsive designs and ensured usability across multiple platforms and devices\nPerformed code reviews and debugging to maintain code quality and optimize performance\nUtilized various programming languages, frameworks, and libraries to build efficient and scalable software\nParticipated in regular meetings and discussions to provide updates and insights on project progress\nFollowed best practices and coding standards to ensure high-quality and maintainable code\nKept up-to-date with industry trends and technology advancements to continuously improve skills\nPrioritized tasks and managed time effectively to meet deadlines\n']"
66cc3b6162b0f635622d35fe,65b0f55bcdb8834e3895ecc3,"['Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer']","['Teamwork skills', 'SQL', 'Database Management', 'AWS', 'Communication Skills', 'Back-end Frameworks (e.g., Node.js, Django)', 'Deep Learning', 'Algorithms and Data Structures', 'Front-end Frameworks (e.g., React, Angular)', 'Machine Learning', 'Web Development']",8.39,['Software Engineer'],"['1.Developed and deployed a web application using Python Django framework, integrating it with SQLite for backend data management.\n2.Successfully hosted and managed the application on AWS, ensuring high availability and scalable infrastructure.\n3.Implemented best practices for deployment, including security configurations, automated backups, and performance optimization on AWS.\n4.certificate link - https://drive.google.com/file/d/1-lBGfj1xPWPET7QLiTLLZs2tBO8OBcTa/view?usp=drive_link']"
66cc3b6162b0f635622d35fe,65b0f68bcdb8834e3895ed4f,"['Information Security Analyst', 'Development Engineer', 'Software Engineer', 'Software Implementation', 'Data Engineer', 'Business Intelligence Analyst', 'Front-End Developer', 'Mobile App Developer', 'Computer Engineer', 'IT Project Manager', 'Back-End Developer', 'IT Manager', 'Cloud Solution Engineer', 'Web Developer', 'DevOps Engineer', 'IT Analyst', 'Full Stack Developer']","['Algorithm Design', 'Machine Learning', 'Python', 'Firebase', 'Progressive Web Apps (PWA)', 'SQL', 'MongoDB', 'Express.js', 'Node.js', 'React', 'DevOps', 'API Design', 'Google Cloud Platform', 'Database management', 'JavaScript', 'HTML/CSS', 'Back-end Frameworks (e.g., Node.js, Django)', 'Artificial Intelligence', 'Object-Oriented Programming', 'API Development', 'Algorithms and Data Structures', 'Problem-solving', 'Communication skills', 'Critical thinking', 'Programming languages (C, C++, Python)']",8.07,['Full Stack Developer'],['I delivered satisfactory work for the client and got good ratings by completing work on time.']
66cc3b6162b0f635622d35fe,65b0f57bcdb8834e3895ecd8,"['Brand Designer', 'AI Specialist', 'Computer Engineer', '3D Artist']","['System Design', 'Adobe After Effects', 'C++', 'Problem-solving', 'Front-End Frameworks (React, Angular, Vue)', 'Figma', 'Adobe InDesign', 'Web Design', 'Python', 'Algorithms and Data Structures', 'Back-end Frameworks (e.g., Node.js, Django)', 'Competitive analysis']",7.34,['Full Stack Developer'],['Developed front-end features using React and Redux\nIntegrated third-party APIs for enhanced functionality\nOptimized website performance through code refactoring\nCollaborated with team members on design and implementation of new features\nParticipated in code reviews to maintain code quality standards']
66cef76ab2a43d53531fa0e2,6583d8a7faf9360f490960bd,"['Accountant', 'Associate Sales Officer', 'Account Executive']","['Attention to detail', 'Problem-solving', 'Data Management', 'Budgeting', 'Teamwork', 'Communication Skills', 'Microsoft Excel', 'Analytical Skills']",8.95,"['Business Development Executive', 'Administrative Assistant']","['1. Managed and maintained financial records and transactions for clients\n2. Generated financial reports and analysis to assist clients in making informed decisions\n3. Developed and maintained strong relationships with clients, providing exceptional customer service\n4. Assisted clients with account inquiries, transactional requests, and resolving any issues or concerns\n5. Conducted financial research and analysis to identify potential investment opportunities\n6. Collaborated with cross-functional teams to ensure client satisfaction and smooth operations\n7. Participated in financial audits and provided necessary documentation and support\n8. Assisted in the development and implementation of financial strategies and plans\n9. Stayed up to date with industry trends, regulations, and best practices in finance and banking\n10. Trained and mentored new team members to ensure their successful integration into the company\n11. Coordinated with external parties such as banks, auditors, and legal advisors\n12. Assisted in budgeting and financial forecasting processes\n13. Conducted risk assessments and recommended appropriate risk management strategies\n14. Implemented efficient and accurate financial processes and procedures\n15. Maintained confidentiality and integrity in handling sensitive financial information', 'Performing administrative duties such as managing calendars, scheduling appointments, and organizing meetings\nMaintaining and organizing physical and electronic files and records\nPreparing and editing documents, reports, and presentations\nManaging and coordinating travel arrangements and itineraries for staff members\nMonitoring and responding to emails, calls, and inquiries in a timely manner\nOrdering and maintaining office supplies and equipment\nAssisting in budget tracking and expense reporting\nCoordinating and arranging company events and team-building activities\nHandling confidential information with utmost discretion and professionalism\nProviding administrative support to team members and managers\nManaging office communications, including memos, emails, and announcements\nAssisting in the recruitment process by scheduling interviews and coordinating candidate evaluations\nProcessing and handling incoming and outgoing mail and deliveries\nDeveloping and maintaining effective filing systems and databases\nCollaborating with other departments and team members to ensure smooth workflow and coordination\nAssisting in the preparation of presentations and materials for meetings and conferences\nCreating and updating spreadsheets, databases, and other records\nPerforming general clerical tasks, such as photocopying, scanning, and faxing\nProviding excellent customer service to clients, visitors, and employees\nConducting research and gathering data for various projects and reports']"
66cef76ab2a43d53531fa0e2,661fa8d852a23bcb493f02ac,"['Finance Manager', 'Auditor', 'Financial Analyst']","['Microsoft Excel', 'Communication Skills', 'Data Management', 'Problem-solving']",6.82,['Intern'],"[""Gain practical experience in various departments of ICICI Group\nAssist in conducting market research for new products and services\nParticipate in team meetings and contribute ideas for company growth\nLearn about the company's financial operations and strategies\nAssist in analyzing financial data and preparing reports\nCollaborate with colleagues on special projects\nAttend training sessions and workshops to enhance skills\nContribute to the development of marketing plans\nGain knowledge of customer relationship management\nSupport in organizing company events and activities""]"
66cef76ab2a43d53531fa0e2,665ebbe90c81e87a3aabeaf3,"['Financial Analyst', 'Finance Manager', 'Accountant', 'Auditor', 'Dy. Manager - Indirect Taxation']","['Financial analysis', 'Audit', 'GST', 'Accounting', 'Financial reporting', 'Financial Planning', 'Forecasting', 'Problem-solving', 'Microsoft Excel', 'Account Reconciliation', 'Teamwork', 'Bookkeeping', 'Financial management', 'IT Audit']",6.56,['CA Article'],"['1. Assisted in conducting audits of various clients to ensure compliance with accounting standards and regulatory requirements.\n2. Prepared financial statements and reports, including balance sheets, income statements, and cash flow statements.\n3. Analyzed and interpreted financial data to provide insights and recommendations for improving financial performance.\n4. Collaborated with team members to develop and implement internal controls and risk management processes.\n5. Conducted research on tax regulations and assisted in preparing tax returns for individual and corporate clients.\n6. Reviewed and verified financial transactions to ensure accuracy and completeness of accounting records.\n7. Participated in meetings with clients to discuss financial strategies and provide advice on financial planning.\n8. Assisted in the preparation of budgets and financial forecasts to support business planning and decision-making processes.\n9. Worked closely with senior accountants and partners to gain exposure to various areas of accounting and auditing.\n10. Maintained and updated client files and documentation to ensure compliance with record-keeping requirements.\n11. Attended professional development trainings and seminars to stay updated on accounting principles and industry trends.\n12. Assisted in the implementation of accounting software and systems to streamline financial processes.\n13. Supported in the preparation and submission of regulatory filings, including tax returns and financial disclosures.\n14. Provided assistance in evaluating potential investment opportunities and conducting due diligence.\n15. Contributed to the overall team effort by taking on additional responsibilities and assisting colleagues as needed.']"
66cef76ab2a43d53531fa0e2,661fac426eefdedd2d5c8751,"['Finance Manager', 'Accountant', 'Account Executive']","['Analytical Skills', 'Data Management', 'Problem-solving', 'Team collaboration', 'Ability to Follow Instructions', 'Active Listening', 'Positive attitude']",5.98,"['accounts & finance intern', 'accounts & finance intern', 'accounts & finance intern', 'accounts & finance intern', 'accounts & finance intern']","['1. Assisted in preparing financial statements, including balance sheets, income statements, and cash flow statements.\n2. Conducted financial analysis and provided recommendations to improve cost control and budget management.\n3. Collaborated with the accounting team to handle accounts payable and accounts receivable processes.\n4. Assisted in reconciling bank statements and ensuring accurate recording of financial transactions.\n5. Compiled and organized financial data for auditing and reporting purposes.\n6. Participated in budget planning and helped in monitoring expenses to ensure adherence to financial goals.\n7. Assisted in preparing tax returns and tax-related documentation.\n8. Utilized accounting software to maintain accurate and up-to-date financial records.\n9. Assisted in the preparation of financial forecasts and projections.\n10. Conducted research and analysis on financial trends and industry benchmarks to support decision-making processes.\n11. Collaborated with cross-functional teams to develop and implement financial policies and procedures.\n12. Worked closely with senior accountants and financial managers to gain hands-on experience and knowledge in the field.\n13. Assisted in managing payroll processes and ensuring timely payment to employees.\n14. Participated in team meetings and contributed ideas for improving financial processes and efficiency.\n15. Assisted in ad hoc financial projects and tasks as assigned by supervisors.', '1. Assisted in preparing financial statements, including balance sheets, income statements, and cash flow statements.\n2. Conducted financial analysis and provided recommendations to improve cost control and budget management.\n3. Collaborated with the accounting team to handle accounts payable and accounts receivable processes.\n4. Assisted in reconciling bank statements and ensuring accurate recording of financial transactions.\n5. Compiled and organized financial data for auditing and reporting purposes.\n6. Participated in budget planning and helped in monitoring expenses to ensure adherence to financial goals.\n7. Assisted in preparing tax returns and tax-related documentation.\n8. Utilized accounting software to maintain accurate and up-to-date financial records.\n9. Assisted in the preparation of financial forecasts and projections.\n10. Conducted research and analysis on financial trends and industry benchmarks to support decision-making processes.\n11. Collaborated with cross-functional teams to develop and implement financial policies and procedures.\n12. Worked closely with senior accountants and financial managers to gain hands-on experience and knowledge in the field.\n13. Assisted in managing payroll processes and ensuring timely payment to employees.\n14. Participated in team meetings and contributed ideas for improving financial processes and efficiency.\n15. Assisted in ad hoc financial projects and tasks as assigned by supervisors.', '1. Assisted in preparing financial statements, including balance sheets, income statements, and cash flow statements.\n2. Conducted financial analysis and provided recommendations to improve cost control and budget management.\n3. Collaborated with the accounting team to handle accounts payable and accounts receivable processes.\n4. Assisted in reconciling bank statements and ensuring accurate recording of financial transactions.\n5. Compiled and organized financial data for auditing and reporting purposes.\n6. Participated in budget planning and helped in monitoring expenses to ensure adherence to financial goals.\n7. Assisted in preparing tax returns and tax-related documentation.\n8. Utilized accounting software to maintain accurate and up-to-date financial records.\n9. Assisted in the preparation of financial forecasts and projections.\n10. Conducted research and analysis on financial trends and industry benchmarks to support decision-making processes.\n11. Collaborated with cross-functional teams to develop and implement financial policies and procedures.\n12. Worked closely with senior accountants and financial managers to gain hands-on experience and knowledge in the field.\n13. Assisted in managing payroll processes and ensuring timely payment to employees.\n14. Participated in team meetings and contributed ideas for improving financial processes and efficiency.\n15. Assisted in ad hoc financial projects and tasks as assigned by supervisors.', '1. Assisted in preparing financial statements, including balance sheets, income statements, and cash flow statements.\n2. Conducted financial analysis and provided recommendations to improve cost control and budget management.\n3. Collaborated with the accounting team to handle accounts payable and accounts receivable processes.\n4. Assisted in reconciling bank statements and ensuring accurate recording of financial transactions.\n5. Compiled and organized financial data for auditing and reporting purposes.\n6. Participated in budget planning and helped in monitoring expenses to ensure adherence to financial goals.\n7. Assisted in preparing tax returns and tax-related documentation.\n8. Utilized accounting software to maintain accurate and up-to-date financial records.\n9. Assisted in the preparation of financial forecasts and projections.\n10. Conducted research and analysis on financial trends and industry benchmarks to support decision-making processes.\n11. Collaborated with cross-functional teams to develop and implement financial policies and procedures.\n12. Worked closely with senior accountants and financial managers to gain hands-on experience and knowledge in the field.\n13. Assisted in managing payroll processes and ensuring timely payment to employees.\n14. Participated in team meetings and contributed ideas for improving financial processes and efficiency.\n15. Assisted in ad hoc financial projects and tasks as assigned by supervisors.', '1. Assisted in preparing financial statements, including balance sheets, income statements, and cash flow statements.\n2. Conducted financial analysis and provided recommendations to improve cost control and budget management.\n3. Collaborated with the accounting team to handle accounts payable and accounts receivable processes.\n4. Assisted in reconciling bank statements and ensuring accurate recording of financial transactions.\n5. Compiled and organized financial data for auditing and reporting purposes.\n6. Participated in budget planning and helped in monitoring expenses to ensure adherence to financial goals.\n7. Assisted in preparing tax returns and tax-related documentation.\n8. Utilized accounting software to maintain accurate and up-to-date financial records.\n9. Assisted in the preparation of financial forecasts and projections.\n10. Conducted research and analysis on financial trends and industry benchmarks to support decision-making processes.\n11. Collaborated with cross-functional teams to develop and implement financial policies and procedures.\n12. Worked closely with senior accountants and financial managers to gain hands-on experience and knowledge in the field.\n13. Assisted in managing payroll processes and ensuring timely payment to employees.\n14. Participated in team meetings and contributed ideas for improving financial processes and efficiency.\n15. Assisted in ad hoc financial projects and tasks as assigned by supervisors.']"
66cef76ab2a43d53531fa0e2,6583d7d5faf9360f49096077,"['Sales and Marketing Analyst', 'Asst. Manager - Accounts & Taxation', 'Marketing Manager', 'Accounting Manager', 'Accounts Executive', 'Associate Sales Officer']","['Marketing and sales skills', 'Content Marketing', 'Stock Replenishment', 'Power BI', 'Marketing Analytics', 'Account Management', 'Sales Analysis', 'Payroll Processing', 'Budgeting', 'Accounting', 'Financial analysis', 'Cash Flow Management', 'Microsoft Excel', 'General Ledger', 'Financial Planning', 'Accounts Receivable', 'Financial reporting', 'Financial management', 'Data Management', 'Accounts Payable', 'Investment Banking', 'Investment Analysis']",7.89,['Financial Analyst '],"['Analyzed financial statements and provided recommendations for improving financial performance.\nConducted extensive research on market trends and competitive analysis to support investment decision-making.\nDeveloped financial models to forecast future revenues, expenses, and potential risks.\nPerformed variance analysis to identify areas of financial improvement and cost-saving opportunities.\nAssisted in the preparation of monthly, quarterly, and annual financial reports for management review.\nCollaborated with cross-functional teams to analyze and optimize budgeting procedures.\nEvaluated investment opportunities to determine potential returns and risks.\nProvided financial support and recommendations for strategic business planning.\nAssisted in the development and execution of financial strategies to maximize profitability.\nMonitored and tracked financial metrics to ensure compliance with company goals and objectives.\nConducted financial due diligence for mergers and acquisitions.\nManaged financial data and utilized advanced Excel functions for data analysis.\nPresented financial analysis findings and recommendations to senior management.\nAssisted in the implementation of cost-saving initiatives and optimization of financial processes.\nCollaborated with external auditors during the annual audit process.\nConducted financial forecasting and budgeting to support resource allocation decisions.\nPerformed profitability analysis and identified opportunities for revenue growth.\nParticipated in special projects such as business expansion planning and risk management.\nAssisted in the evaluation and negotiation of contracts with vendors and clients.\nKept up-to-date with industry regulations and best practices to ensure compliance.\nContributed to the development of internal control policies and procedures.']"
66cef76ab2a43d53531fa0e2,661f8a8634fda61b0e9f05e6,"['Accountant', 'Asst. Manager - Investment']","['Technical Skills', 'Presentation skills', 'Communication skills', 'Decision-making', 'Leadership', 'Risk management', 'Problem-solving', 'Creativity', 'Accounting', 'Attention to detail', 'Bookkeeping', 'Financial reporting', 'Communication Skills', 'Financial Planning', 'Mathematical skills', 'Microsoft Excel', 'Teamwork']",6.96,['Finance Intern '],"['Assisted in preparing financial reports and statements for internal and external stakeholders.\nParticipated in budgeting and forecasting activities, helping to ensure accurate financial projections.\nConducted research and analysis to support decision-making processes within the finance department.\nAssisted in managing accounts payable and receivable, including invoice processing and payment tracking.\nCollaborated with cross-functional teams to gather financial data and information for various projects.\nContributed to the development of financial models and performed financial analysis to identify areas for improvement.\nAssisted in the preparation of financial audits, ensuring compliance with regulatory requirements.\nSupported the finance team in conducting cost control and expense management activities.\nAssisted in the implementation of financial policies and procedures to enhance efficiency and accuracy.\nParticipated in meetings and presentations to enhance understanding of financial operations and strategies.']"
66cef76ab2a43d53531fa0e2,6620ae50c6f95d9a55a68caa,"['Financial Analyst', 'Sales Executive', 'Management Consultant']","['Leadership', 'Decision-Making', 'Market research', 'Communication Skills', 'Microsoft Excel', 'Conflict resolution skills', 'Ability to handle difficult customers', 'Presentation skills', 'Negotiation skills', 'CRM Software']",6.81,['Customer Relation Officer'],"[""Provided excellent customer service by promptly responding to customer inquiries and resolving issues.\nMaintained a high level of professionalism and courtesy when dealing with customers, ensuring their satisfaction with the company's products and services.\nDeveloped strong relationships with customers, gaining their trust and loyalty.\nManaged a large volume of customer accounts, ensuring accurate and up-to-date information.\nCollaborated with the sales team to identify opportunities for upselling and cross-selling products to existing customers.\nCoordinated with other departments to address customer concerns and improve overall customer experience.\nAssisted in the development and implementation of customer retention strategies.\nProvided feedback and suggestions for process improvements based on customer interactions.\nParticipated in regular training sessions to enhance product knowledge and customer service skills.\nAchieved targets and goals set by the company, contributing to the overall success of the team and the company.""]"
66d1ac36b2a43d53531ff35f,654b4ea211bb614bfbc2bdc2,"['Software Engineer', 'Machine Learning Engineer', 'Junior Data Analyst']","['Python', 'Problem Solving', 'SQL', 'java', 'Data Analysis', 'Algorithms and Data Structures']",7.81,['Data analysis'],['Conducted thorough data analysis to identify key patterns and trends in Customer churn\nGenerated data-driven insights and recommendations to drive decision-making\nUtilized advanced statistical techniques to interpret complex data sets and provide actionable insights\nIdentified opportunities for process improvement and optimization based on data analysis findings\n']
66d1ac36b2a43d53531ff35f,65a113f4faf9360f4909e202,"['Front-End Developer', 'AI Specialist', 'Robotics Engineer']","['Problem Solving', 'Artificial Intelligence', 'Data Structures', 'Communication Skills', 'Computer Networks', 'SQL', 'HTML', 'HTML/CSS', 'Problem-solving', 'java', 'Python', 'Algorithms and Data Structures']",8.77,['Intern'],"[""Learned and gained practical experience in the field of [Field of work]\nWorked on specific projects and assigned tasks to contribute to the company's goals\nCollaborated with team members and developed effective communication and teamwork skills\nExplored and familiarized with the company's operations, structure, and culture\nAcquired knowledge in [specific area or subject] through various training programs\nContributed innovative ideas and suggestions to improve existing processes or workflows\nDeveloped and enhanced skills in [software/tools/technologies] that are relevant to the industry\nReceived valuable feedback and mentorship from experienced professionals\nPlayed a part in the success of [specific event or achievement]\nEstablished professional connections and built a network within the company and industry\nDemonstrated professionalism, punctuality, and adaptability in a professional work environment\nTook on additional responsibilities and demonstrated leadership qualities when appropriate\nParticipated in team meetings, brainstorming sessions, and provided input on relevant matters\nAdhered to company policies, guidelines, and maintained confidentiality when required\nReceived recognition or appreciation for exceptional performance or achievements\nLearned about industry trends, market dynamics, and gained insights into the competitive landscape\nEnhanced problem-solving, analytical, and critical thinking abilities through practical application\nDeveloped time management and organizational skills to meet deadlines and deliver high-quality work\nImproved presentation and public speaking skills through meetings, presentations, or workshops\nGained a deeper understanding of professional ethics and workplace etiquette""]"
66d1ac36b2a43d53531ff35f,65a13a22faf9360f4909f412,"['Full Stack Developer', 'AI Specialist', 'Data Scientist']","['SQL', 'Python', 'java']",7.55,['Internship-Research on BRAIN TUMOR DETECTION'],"['1. Completed assigned tasks and projects\n2. Assisted in conducting research. Attended team meetings and brainstorming sessions, Collaborated with team members.\n3. Learned and utilized new technologies and software\n4. Contributed to team discussions and problem-solving\n5. Participated in training and workshops\n6. Interacted with clients and handled their queries\n7. Assisted in creating content for social media platforms\n8. Conducted market research and competitive analysis\n9. Assisted in the preparation of reports and presentations\n10. Participated in professional development opportunities\n11. Maintained a positive and proactive attitude throughout the internship']"
66d1ac36b2a43d53531ff35f,65a106d87a077fa796951f92,"['Software Engineer', 'DevOps Engineer', 'Junior Data Analyst', 'Front-End Developer', 'Back-End Developer', 'Data Scientist']","['Big Data Analytics', 'HTML/CSS', 'Teamwork', 'Data Analysis', 'SQL', 'Data Visualization', 'Data Preprocessing', 'Data Warehousing', 'Data Mining', 'Python', 'Team Management', 'Team Work', 'Data Manipulation', 'Database Management', 'Data Cleaning', 'Multitasking', 'java']",8.87,"['Intern', 'Intern']","['Virtual Internship: •\tAnalyzed Credit card data to uncover valuable patterns and insights from user data.•\tEnhanced Decision Making process by providing data driven insights. •\tUtilized data visualization tools to effectively communicate identified patterns and insights.\n', 'virtual internship: •\tAcquired an in-depth understanding of the Data analysis concepts.•\tLeveraged diverse data analysis tools to analyze sales data for a superstore.•\tProficient in identifying trends and patterns within data, and executing queries to optimize business performance.    \n                                                                                                 \n']"
66d1ac36b2a43d53531ff35f,65a15b3efaf9360f490a0b00,"['Software Engineer', 'Data Scientist', 'Front-End Developer']","['C/C++', 'Python', 'java', 'HTML/CSS', 'Assembly Language', 'JavaScript', 'Back-end Frameworks (e.g., Node.js, Django)', 'Big Data', 'Data Analytics', 'Algorithms and Data Structures', 'Database Management', 'Object-Oriented Programming', 'Machine Learning', 'Problem-solving', 'Interpersonal Skills']",8.89,"['Web Developer', 'Web Developer']","['Continuously learned and developed new skills to enhance technical expertise in Salesforce web development.\nDeveloped and maintained web applications using Salesforce platform.\nStayed updated with latest web development trends and emerging technologies to bring innovative solutions.\n', 'Developed and maintained Real Estate Management System web application using HTML, CSS, JavaScript, Bootstrap, and Django.\nCollaborated with the design team to implement website layouts and user interfaces.\nImplemented responsive design principles to ensure compatibility across different devices.\nManaged and maintained databases to ensure data consistency and security.']"
